from_cinema,to_cinema,distance_km,duration_min_freeflow_osrm,coord_quality_note
上海美琪大戏院,UME影城（上海新天地店）,2.89,4.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,万达影城（五角场万达广场激光IMAX店）,12.12,12.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,万达影城（崇明万达广场店）,95.55,85.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,万达影城（金山万达广场店）,71.82,54.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海大光明电影院,1.83,2.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海市沪北电影院,5.28,6.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海影城SHO,4.77,6.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海百丽宫影城（万象城店）,10.43,11.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海百丽宫影城（环贸iapm店）,1.95,3.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海百丽宫影城（长宁来福士店）,4.8,6.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海百丽宫影城（陆家嘴中心店）,7.7,8.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海百美汇影城（静安嘉里中心店）,1.07,1.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海科技影城,2.71,4.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,上海艺海剧院,1.15,1.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,世纪友谊影城（LUXE南方商城店）,14.12,15.6,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海美琪大戏院,临港演艺中心,76.03,59.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,久事·上海商城剧院,1.37,2.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,九棵树未来艺术中心,40.15,36.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,佰映三克映画,1.53,2.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,兰心大戏院,1.63,2.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,博悦汇影城(BFC外滩金融中心店),6.79,8.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,和平影都,2.66,4.0,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,嘉定影剧院,29.65,25.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,国泰电影院,2.02,3.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,天山电影院-宛平剧院影城,8.66,9.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,天山电影院-虹桥艺术中心旗舰店,6.13,7.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,寰映影城（大融城店）,7.78,8.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,星轶STARX影剧院（上海宝山日月光店）,10.65,11.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,曹杨影城,7.01,8.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,朵云轩杜比全景声影城,9.57,10.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,沪东工人文化宫东宫影剧院,12.19,12.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,黄浦剧场,2.46,4.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,CGV影城（松江印象城杜比ULTRA 4DX店）,32.64,30.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,CGV影城（白玉兰广场IMAX店）,6.22,8.1,"from:osm_exact;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
上海艺海剧院,CGV影城（青浦天空万科广场IMAX店）,20.07,18.4,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海艺海剧院,CMG融媒影城,9.32,11.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,MOViE MOViE影城（前滩太古里店）,11.96,10.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,SFC上影影城（丁香路LUXE店）,12.14,13.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,SFC上影影城（国华广场店）,12.12,13.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,SFC上影影城（港汇永华IMAX激光店）,6.23,7.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,SFC上影百联影城（八佰伴IMAX店）,8.41,9.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,SFC动漫主题影院（美罗城店）,5.97,8.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,SFC永华电影荟（世纪汇店）,9.67,10.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,UME影城（上海新天地店）,3.57,4.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,万达影城（五角场万达广场激光IMAX店）,11.54,11.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,万达影城（崇明万达广场店）,94.96,84.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,万达影城（金山万达广场店）,72.16,54.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海大光明电影院,2.59,3.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海市沪北电影院,4.69,5.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海影城SHO,5.16,6.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海百丽宫影城（万象城店）,10.77,11.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海百丽宫影城（环贸iapm店）,2.47,3.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海百丽宫影城（长宁来福士店）,5.14,7.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海百丽宫影城（陆家嘴中心店）,8.38,9.0,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海百美汇影城（静安嘉里中心店）,1.59,1.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海科技影城,3.23,4.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,上海美琪大戏院,0.76,1.0,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,世纪友谊影城（LUXE南方商城店）,14.51,15.8,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海艺海剧院,临港演艺中心,77.04,59.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,久事·上海商城剧院,1.56,1.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,九棵树未来艺术中心,41.16,36.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,佰映三克映画,0.38,0.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,兰心大戏院,2.15,3.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,博悦汇影城(BFC外滩金融中心店),7.48,8.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,和平影都,3.39,4.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,嘉定影剧院,28.5,23.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,国泰电影院,2.55,3.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,天山电影院-宛平剧院影城,9.67,9.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,天山电影院-虹桥艺术中心旗舰店,6.48,7.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,寰映影城（大融城店）,6.63,7.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,星轶STARX影剧院（上海宝山日月光店）,9.49,9.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,曹杨影城,6.41,7.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海艺海剧院,朵云轩杜比全景声影城,10.58,10.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,沪东工人文化宫东宫影剧院,11.94,11.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海艺海剧院,黄浦剧场,2.97,4.0,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,CGV影城（松江印象城杜比ULTRA 4DX店）,21.38,16.7,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,CGV影城（白玉兰广场IMAX店）,20.35,21.8,"from:osm_nearby_cinema;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,CGV影城（青浦天空万科广场IMAX店）,18.66,16.7,"from:osm_nearby_cinema;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,CMG融媒影城,9.27,12.5,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,MOViE MOViE影城（前滩太古里店）,9.53,11.3,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,SFC上影影城（丁香路LUXE店）,22.17,24.4,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,SFC上影影城（国华广场店）,28.48,26.0,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,SFC上影影城（港汇永华IMAX激光店）,8.67,9.9,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,SFC上影百联影城（八佰伴IMAX店）,20.41,21.2,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,SFC动漫主题影院（美罗城店）,8.4,9.8,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,SFC永华电影荟（世纪汇店）,21.67,22.1,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,UME影城（上海新天地店）,13.96,16.8,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,万达影城（五角场万达广场激光IMAX店）,27.9,24.8,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,万达影城（崇明万达广场店）,114.89,96.8,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,万达影城（金山万达广场店）,55.01,40.9,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海大光明电影院,14.9,17.5,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海市沪北电影院,20.75,19.5,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海影城SHO,9.67,10.8,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海百丽宫影城（万象城店）,7.14,7.8,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海百丽宫影城（环贸iapm店）,12.08,14.0,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海百丽宫影城（长宁来福士店）,12.58,14.1,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海百丽宫影城（陆家嘴中心店）,20.38,21.1,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海百美汇影城（静安嘉里中心店）,12.7,14.6,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海科技影城,12.84,15.2,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海美琪大戏院,13.49,15.5,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,上海艺海剧院,14.16,16.1,"from:osm_nearby_cinema;to:osm_exact;OSRM free-flow driving, not live traffic"
世纪友谊影城（LUXE南方商城店）,临港演艺中心,68.39,57.7,"from:osm_nearby_cinema;to:approx_from_address;OSRM free-flow driving, not live traffic"
