from_cinema,to_cinema,distance_km,duration_min_freeflow_osrm,coord_quality_note
上海百丽宫影城（环贸iapm店）,沪东工人文化宫东宫影剧院,11.24,13.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（环贸iapm店）,黄浦剧场,4.38,6.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,CGV影城（松江印象城杜比ULTRA 4DX店）,28.62,29.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,CGV影城（白玉兰广场IMAX店）,11.74,12.9,"from:approx_from_address;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,CGV影城（青浦天空万科广场IMAX店）,15.21,14.3,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,CMG融媒影城,9.48,12.4,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,MOViE MOViE影城（前滩太古里店）,15.66,15.0,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,SFC上影影城（丁香路LUXE店）,16.18,16.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,SFC上影影城（国华广场店）,17.83,16.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,SFC上影影城（港汇永华IMAX激光店）,4.71,6.4,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,SFC上影百联影城（八佰伴IMAX店）,12.45,12.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,SFC动漫主题影院（美罗城店）,5.12,7.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,SFC永华电影荟（世纪汇店）,13.71,13.8,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,UME影城（上海新天地店）,7.61,9.1,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,万达影城（五角场万达广场激光IMAX店）,17.26,15.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,万达影城（崇明万达广场店）,100.68,88.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,万达影城（金山万达广场店）,68.13,52.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海大光明电影院,8.12,9.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海市沪北电影院,10.11,10.3,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海影城SHO,3.81,5.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海百丽宫影城（万象城店）,6.75,9.2,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海百丽宫影城（环贸iapm店）,5.76,8.0,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海百丽宫影城（陆家嘴中心店）,12.42,12.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海百美汇影城（静安嘉里中心店）,4.33,6.4,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海科技影城,7.34,9.1,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海美琪大戏院,5.12,7.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,上海艺海剧院,6.29,7.2,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,世纪友谊影城（LUXE南方商城店）,12.4,14.3,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,临港演艺中心,80.73,63.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,久事·上海商城剧院,4.12,6.3,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,九棵树未来艺术中心,37.46,35.2,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,佰映三克映画,5.89,6.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,兰心大戏院,5.45,7.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,博悦汇影城(BFC外滩金融中心店),11.52,12.4,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,和平影都,8.2,8.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,嘉定影剧院,29.7,26.2,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,国泰电影院,5.84,8.0,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,天山电影院-宛平剧院影城,7.48,9.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,天山电影院-虹桥艺术中心旗舰店,2.26,3.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,寰映影城（大融城店）,10.26,10.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,星轶STARX影剧院（上海宝山日月光店）,13.13,13.3,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,曹杨影城,4.3,6.1,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,朵云轩杜比全景声影城,7.1,9.0,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,沪东工人文化宫东宫影剧院,16.54,16.0,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（长宁来福士店）,黄浦剧场,9.26,10.4,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,CGV影城（松江印象城杜比ULTRA 4DX店）,40.58,36.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,CGV影城（白玉兰广场IMAX店）,4.16,6.4,"from:osm_exact;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,CGV影城（青浦天空万科广场IMAX店）,28.26,25.9,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,CMG融媒影城,13.62,15.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,MOViE MOViE影城（前滩太古里店）,11.18,13.0,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,SFC上影影城（丁香路LUXE店）,4.45,6.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,SFC上影影城（国华广场店）,10.51,13.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,SFC上影影城（港汇永华IMAX激光店）,14.35,14.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,SFC上影百联影城（八佰伴IMAX店）,0.48,1.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,SFC动漫主题影院（美罗城店）,11.46,15.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,SFC永华电影荟（世纪汇店）,1.97,3.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,UME影城（上海新天地店）,5.37,8.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,万达影城（五角场万达广场激光IMAX店）,9.93,11.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,万达影城（崇明万达广场店）,89.93,79.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,万达影城（金山万达广场店）,80.1,60.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海大光明电影院,7.61,8.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海市沪北电影院,7.84,10.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海影城SHO,9.5,13.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海百丽宫影城（万象城店）,18.71,17.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海百丽宫影城（环贸iapm店）,6.7,10.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海百丽宫影城（长宁来福士店）,13.08,14.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海百美汇影城（静安嘉里中心店）,10.73,11.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海科技影城,6.0,9.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海美琪大戏院,9.61,10.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,上海艺海剧院,10.28,11.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,世纪友谊影城（LUXE南方商城店）,21.11,21.1,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,临港演艺中心,67.76,54.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,久事·上海商城剧院,10.53,10.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,九棵树未来艺术中心,40.38,38.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,佰映三克映画,10.63,11.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,兰心大戏院,8.74,9.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,博悦汇影城(BFC外滩金融中心店),2.33,4.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,和平影都,7.07,7.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,嘉定影剧院,36.36,31.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,国泰电影院,6.3,9.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,天山电影院-宛平剧院影城,12.95,13.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,天山电影院-虹桥艺术中心旗舰店,14.42,13.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,寰映影城（大融城店）,12.81,15.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,星轶STARX影剧院（上海宝山日月光店）,17.7,17.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,曹杨影城,14.85,16.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,朵云轩杜比全景声影城,13.85,14.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,沪东工人文化宫东宫影剧院,7.24,9.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百丽宫影城（陆家嘴中心店）,黄浦剧场,8.13,9.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,CGV影城（松江印象城杜比ULTRA 4DX店）,31.36,29.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,CGV影城（白玉兰广场IMAX店）,7.15,9.1,"from:osm_exact;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,CGV影城（青浦天空万科广场IMAX店）,19.04,18.1,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,CMG融媒影城,8.88,11.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,MOViE MOViE影城（前滩太古里店）,11.2,10.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,SFC上影影城（丁香路LUXE店）,11.71,12.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,SFC上影影城（国华广场店）,13.37,14.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,SFC上影影城（港汇永华IMAX激光店）,4.91,5.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,SFC上影百联影城（八佰伴IMAX店）,7.97,8.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,SFC动漫主题影院（美罗城店）,4.65,7.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,SFC永华电影荟（世纪汇店）,9.23,9.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,UME影城（上海新天地店）,3.14,4.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,万达影城（五角场万达广场激光IMAX店）,12.79,13.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,万达影城（崇明万达广场店）,96.22,86.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,万达影城（金山万达广场店）,70.88,52.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海大光明电影院,2.5,3.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海市沪北电影院,5.95,7.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海影城SHO,3.84,4.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海百丽宫影城（万象城店）,9.49,10.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海百丽宫影城（环贸iapm店）,2.04,2.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海百丽宫影城（长宁来福士店）,3.86,5.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海百丽宫影城（陆家嘴中心店）,7.95,8.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海科技影城,2.79,4.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海美琪大戏院,0.92,1.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,上海艺海剧院,1.59,1.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,世纪友谊影城（LUXE南方商城店）,13.18,14.4,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,临港演艺中心,76.28,59.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,久事·上海商城剧院,0.43,0.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,九棵树未来艺术中心,40.21,36.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,佰映三克映画,1.97,2.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,兰心大戏院,1.72,2.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,博悦汇影城(BFC外滩金融中心店),7.04,8.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,和平影都,3.72,4.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,嘉定影剧院,29.71,25.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,国泰电影院,2.11,2.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,天山电影院-宛平剧院影城,6.16,9.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,天山电影院-虹桥艺术中心旗舰店,5.2,6.0,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,寰映影城（大融城店）,7.84,8.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,星轶STARX影剧院（上海宝山日月光店）,10.7,11.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,曹杨影城,6.08,7.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,朵云轩杜比全景声影城,7.75,9.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,沪东工人文化宫东宫影剧院,12.86,12.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海百美汇影城（静安嘉里中心店）,黄浦剧场,3.33,4.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,CGV影城（松江印象城杜比ULTRA 4DX店）,33.89,30.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,CGV影城（白玉兰广场IMAX店）,6.85,9.6,"from:osm_exact;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
上海科技影城,CGV影城（青浦天空万科广场IMAX店）,21.55,20.8,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海科技影城,CMG融媒影城,7.72,9.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,MOViE MOViE影城（前滩太古里店）,8.87,9.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,SFC上影影城（丁香路LUXE店）,10.63,12.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,SFC上影影城（国华广场店）,13.81,14.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,SFC上影影城（港汇永华IMAX激光店）,4.89,6.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,SFC上影百联影城（八佰伴IMAX店）,6.89,8.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,SFC动漫主题影院（美罗城店）,4.88,7.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,SFC永华电影荟（世纪汇店）,8.15,9.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,UME影城（上海新天地店）,0.86,2.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,万达影城（五角场万达广场激光IMAX店）,13.23,13.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,万达影城（崇明万达广场店）,96.11,85.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,万达影城（金山万达广场店）,67.51,54.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,上海大光明电影院,2.65,4.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,上海市沪北电影院,6.4,8.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,上海影城SHO,4.03,5.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,上海百丽宫影城（万象城店）,12.0,12.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,上海百丽宫影城（环贸iapm店）,1.6,3.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,上海百丽宫影城（长宁来福士店）,6.37,8.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,上海百丽宫影城（陆家嘴中心店）,6.87,8.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,上海百美汇影城（静安嘉里中心店）,3.62,5.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,上海美琪大戏院,3.03,4.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,上海艺海剧院,3.7,5.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,世纪友谊影城（LUXE南方商城店）,12.73,15.0,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海科技影城,临港演艺中心,73.95,58.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,久事·上海商城剧院,3.82,5.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,九棵树未来艺术中心,38.07,35.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,佰映三克映画,4.08,5.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,兰心大戏院,1.54,3.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,博悦汇影城(BFC外滩金融中心店),5.96,7.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,和平影都,2.64,4.0,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,嘉定影剧院,33.72,27.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,国泰电影院,1.2,2.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,天山电影院-宛平剧院影城,6.58,8.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,天山电影院-虹桥艺术中心旗舰店,7.71,8.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,寰映影城（大融城店）,9.43,11.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,星轶STARX影剧院（上海宝山日月光店）,13.7,13.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,曹杨影城,9.5,11.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海科技影城,朵云轩杜比全景声影城,7.48,9.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,沪东工人文化宫东宫影剧院,13.3,13.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海科技影城,黄浦剧场,3.65,5.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,CGV影城（松江印象城杜比ULTRA 4DX店）,32.3,30.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,CGV影城（白玉兰广场IMAX店）,6.28,8.6,"from:osm_exact;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
上海美琪大戏院,CGV影城（青浦天空万科广场IMAX店）,19.98,19.3,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
上海美琪大戏院,CMG融媒影城,8.79,11.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,MOViE MOViE影城（前滩太古里店）,10.96,10.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,SFC上影影城（丁香路LUXE店）,11.46,12.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,SFC上影影城（国华广场店）,12.7,14.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
上海美琪大戏院,SFC上影影城（港汇永华IMAX激光店）,5.85,6.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,SFC上影百联影城（八佰伴IMAX店）,7.72,8.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,SFC动漫主题影院（美罗城店）,5.58,8.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
上海美琪大戏院,SFC永华电影荟（世纪汇店）,8.99,9.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
